maingroup,mg_def
D04B37,KNITTING - Auxiliary apparatus or devices for use with knitting machines 
D04B39,"KNITTING - Miscellaneous knitting processes, apparatus, or machines, not otherwise provided for"
D04C1,"BRAIDING OR MANUFACTURE OF LACE, INCLUDING BOBBIN-NET OR CARBONISED LACE - Braid or lace, e.g. pillow-lace"
D04C3,"BRAIDING OR MANUFACTURE OF LACE, INCLUDING BOBBIN-NET OR CARBONISED LACE - Braiding or lacing machines"
D04C5,"BRAIDING OR MANUFACTURE OF LACE, INCLUDING BOBBIN-NET OR CARBONISED LACE - Twist or bobbin-net lace-making machines"
D04C7,"BRAIDING OR MANUFACTURE OF LACE, INCLUDING BOBBIN-NET OR CARBONISED LACE - Tools or apparatus for braiding or lacing by hand"
D04D1,TRIMMINGS - Ropes or like decorative or ornamental elongated trimmings made from filamentary material 
D04D3,TRIMMINGS - Chenille trimmings 
D04D5,TRIMMINGS - Fringes 
D04D7,TRIMMINGS - Decorative or ornamental textile articles
D04D9,"TRIMMINGS - Ribbons, tapes, welts, bands, beadings, or other decorative or ornamental strips, not otherwise provided for "
D04D11,TRIMMINGS - Ribbon-threading apparatus or devices 
D04G1,MAKING NETS BY KNOTTING OF FILAMENTARY MATERIAL - Making nets by knotting of filamentary material
D04G3,MAKING NETS BY KNOTTING OF FILAMENTARY MATERIAL - Making knotted carpets or tapestries
D04G5,MAKING NETS BY KNOTTING OF FILAMENTARY MATERIAL - Other knotting
D04H1,"MAKING TEXTILE FABRICS, e.g. FROM FIBRES OR FILAMENTARY MATERIAL  - Non-woven fabrics formed wholly or mainly of staple fibres or like relatively short fibres"
D04H3,"MAKING TEXTILE FABRICS, e.g. FROM FIBRES OR FILAMENTARY MATERIAL  - Non-woven fabrics formed wholly or mainly of yarns or like filamentary material of substantial length"
D04H5,"MAKING TEXTILE FABRICS, e.g. FROM FIBRES OR FILAMENTARY MATERIAL  - Non woven fabrics formed of mixtures of relatively short fibres and yarns or like filamentary material of substantial length"
D04H11,"MAKING TEXTILE FABRICS, e.g. FROM FIBRES OR FILAMENTARY MATERIAL  - Non-woven pile fabrics "
D04H13,"MAKING TEXTILE FABRICS, e.g. FROM FIBRES OR FILAMENTARY MATERIAL  - Other non-woven fabrics"
D04H17,"MAKING TEXTILE FABRICS, e.g. FROM FIBRES OR FILAMENTARY MATERIAL  - Felting apparatus"
D04H18,"MAKING TEXTILE FABRICS, e.g. FROM FIBRES OR FILAMENTARY MATERIAL  - Needling machines"
D05B1,SEWING  - General types of sewing apparatus or machines without mechanism for lateral movement of the needle or the work or both
D05B3,"SEWING  - Sewing apparatus or machines with mechanism for lateral movement of the needle or the work or both for making ornamental pattern seams, for sewing buttonholes, for reinforcing openings, or for fastening articles, e.g. buttons, by sewing "
D05B5,"SEWING  - Sewing machines for temporarily connecting articles, e.g. pairs of socks"
D05B7,"SEWING  - Linking machines, e.g. for joining knitted fabrics"
D05B9,SEWING  - Hem-stitch sewing machines
D05B11,SEWING  - Machines for sewing quilts or mattresses 
D05B13,SEWING  - Machines for sewing sacks
D05B15,SEWING  - Machines for sewing leather goods 
D05B17,SEWING  - Sewing machines for concurrently making thread and welded seams 
D05B19,SEWING  - Programme-controlled sewing machines 
D05B21,"SEWING  - Sewing machines with devices for automatically controlling movement of work-carrier relative to stitch-forming mechanism in order to obtain particular configuration of seam, e.g. programme-controlled for sewing collars, for attaching pockets"
D05B23,SEWING  - Sewing apparatus or machines not otherwise provided for 
D05B25,SEWING  - Sewing units consisting of combinations of several sewing machines
D05B27,SEWING  - Work-feeding means
D05B29,SEWING  - Pressers
D05B31,SEWING  - Workpiece holders or hold-downs in machines for sewing leather
D05B33,SEWING  - Devices incorporated in sewing machines for supplying or removing the work
D05B35,SEWING  - Work-feeding or -handling elements not otherwise provided for
D05B37,"SEWING  - Devices incorporated in sewing machines for slitting, grooving, or cutting "
D05B39,SEWING  - Workpiece carriers 
D05B41,SEWING  - Work-collecting devices
D05B43,SEWING  - Spool-pin assemblies incorporated in sewing machines
D05B45,SEWING  - Applications of measuring devices for determining the length of threads used in sewing machines 
D05B47,SEWING  - Needle-thread tensioning devices
D05B49,"SEWING  - Take-up devices, e.g. levers, for the needle thread"
D05B51,SEWING  - Applications of needle-thread guards
D05B53,SEWING  - Thread- or cord-laying mechanisms
D05B55,SEWING  - Needle holders
D05B57,"SEWING  - Loop takers, e.g. loopers"
D05B59,SEWING  - Applications of bobbin-winding or -changing devices
D05B61,SEWING  - Loop holders
D05B63,"SEWING  - Devices associated with the loop-taker thread, e.g. for tensioning"
D05B65,SEWING  - Devices for severing the needle or lower thread
D05B67,"SEWING  - Devices incorporated in sewing machines for lubricating, waxing, or colouring the threads"
D05B69,SEWING  - Driving-gear
D05B71,SEWING  - Lubricating or cooling devices
D05B73,SEWING  - Casings
D05B75,"SEWING  - Frames, stands, tables, or other furniture adapted to carry sewing machines "
D05B77,"SEWING  - Covers, or portable enclosures, for sewing machines"
D05B79,SEWING  - Incorporations or adaptations of lighting equipment
D05B81,"SEWING  - Sewing machines incorporating devices serving purposes other than sewing, e.g. for blowing air, for grinding"
D05B83,SEWING  - Guards or like devices for preventing injury to operator 
D05B85,SEWING  - Needles 
D05B87,SEWING  - Needle- 
D05B89,SEWING  - Seam-ripping devices
D05B91,"SEWING  - Tools, implements, or accessories for hand sewing "
D05B93,SEWING  - Stitches
D05B95,SEWING  - Preparatory or finishing operations in connection with hand sewing
D05B97,SEWING  - Hand sewing processes or apparatus for special work or not otherwise provided for
D05C1,"EMBROIDERING - Apparatus, devices, or tools for hand embroidering"
D05C3,EMBROIDERING - General types of embroidering machines
D05C5,EMBROIDERING - Embroidering machines with arrangements for automatic control of a series of individual steps
D05C7,EMBROIDERING - Special-purpose or automatic embroidering machines
D05C9,EMBROIDERING - Appliances for holding or feeding the base fabric in embroidering machines
D05C11,"EMBROIDERING - Devices for guiding, feeding, handling, or treating the threads in embroidering machines"
D05C13,"EMBROIDERING - Auxiliary devices incorporated in embroidering machines, not otherwise provided for"
D05C15,EMBROIDERING - Making pile fabrics or articles having similar surface features by inserting loops into a base material 
D05C17,EMBROIDERING - Embroidered or tufted products
D05D2203,"INDEXING SCHEME ASSOCIATED WITH SUBCLASSES D05B AND D05C, RELATING TO SEWING, EMBROIDERING AND TUFTING - Selection of machines, accessories or parts of the same kind"
D05D2205,"INDEXING SCHEME ASSOCIATED WITH SUBCLASSES D05B AND D05C, RELATING TO SEWING, EMBROIDERING AND TUFTING - Interface between the operator and the machine"
D05D2207,"INDEXING SCHEME ASSOCIATED WITH SUBCLASSES D05B AND D05C, RELATING TO SEWING, EMBROIDERING AND TUFTING - Use of special elements"
D05D2209,"INDEXING SCHEME ASSOCIATED WITH SUBCLASSES D05B AND D05C, RELATING TO SEWING, EMBROIDERING AND TUFTING - Use of special materials"
D05D2303,"INDEXING SCHEME ASSOCIATED WITH SUBCLASSES D05B AND D05C, RELATING TO SEWING, EMBROIDERING AND TUFTING - Applied objects or articles"
D05D2305,"INDEXING SCHEME ASSOCIATED WITH SUBCLASSES D05B AND D05C, RELATING TO SEWING, EMBROIDERING AND TUFTING - Operations on the work before or after sewing"
D06B1,"TREATING TEXTILE MATERIALS BY LIQUIDS, GASES OR VAPOURS  - Applying liquids, gases or vapours on to textile materials to effect treatment, e.g. washing, dyeing, bleaching, sizing, impregnating "
D06B3,"TREATING TEXTILE MATERIALS BY LIQUIDS, GASES OR VAPOURS  - Passing of textile materials through liquids, gases or vapours to effect treatment, e.g. washing, dyeing, bleaching, sizing, impregnating "
D06B5,"TREATING TEXTILE MATERIALS BY LIQUIDS, GASES OR VAPOURS  - Forcing liquids, gases or vapours through textile materials to effect treatment, e.g. washing, dyeing, bleaching, sizing impregnating "
D06B7,"TREATING TEXTILE MATERIALS BY LIQUIDS, GASES OR VAPOURS  - Mercerising, e.g. lustring by mercerising"
D06B9,"TREATING TEXTILE MATERIALS BY LIQUIDS, GASES OR VAPOURS  - Solvent-treatment of textile materials "
D06B11,"TREATING TEXTILE MATERIALS BY LIQUIDS, GASES OR VAPOURS  - Treatment of selected parts of textile materials, e.g. partial dyeing"
D06B13,"TREATING TEXTILE MATERIALS BY LIQUIDS, GASES OR VAPOURS  - Treatment of textile materials with liquids, gases or vapours with aid of vibration"
D06B15,"TREATING TEXTILE MATERIALS BY LIQUIDS, GASES OR VAPOURS  - Removing liquids, gases or vapours from textile materials in association with treatment of the materials by liquids, gases or vapours "
D06B17,"TREATING TEXTILE MATERIALS BY LIQUIDS, GASES OR VAPOURS  - Storing of textile materials in association with the treatment of the materials by liquids, gases or vapours "
D06B19,"TREATING TEXTILE MATERIALS BY LIQUIDS, GASES OR VAPOURS  - Treatment of textile materials by liquids, gases or vapours, not provided for in groups D06B1/00-D06B17/00"
D06B21,"TREATING TEXTILE MATERIALS BY LIQUIDS, GASES OR VAPOURS  - Successive treatments of textile materials by liquids, gases or vapours "
D06B23,"TREATING TEXTILE MATERIALS BY LIQUIDS, GASES OR VAPOURS  - Component parts, details, or accessories of apparatus or machines, specially adapted for the treating of textile materials, not restricted to a particular kind of apparatus, provided for in groups D06B1/00-D06B21/00"
D06B2700,"TREATING TEXTILE MATERIALS BY LIQUIDS, GASES OR VAPOURS  - Treating of textile materials, e.g. bleaching, dyeing, mercerising, impregnating, washing"
D06C3,"FINISHING, DRESSING, TENTERING OR STRETCHING TEXTILE FABRICS  - Stretching, tentering, or spreading textile fabrics"
D06C5,"FINISHING, DRESSING, TENTERING OR STRETCHING TEXTILE FABRICS  - Shaping or stretching of tubular fabrics upon cores or internal frames "
D06C7,"FINISHING, DRESSING, TENTERING OR STRETCHING TEXTILE FABRICS  - Heating or cooling textile fabrics "
D06C9,"FINISHING, DRESSING, TENTERING OR STRETCHING TEXTILE FABRICS  - Singeing "
D06C11,"FINISHING, DRESSING, TENTERING OR STRETCHING TEXTILE FABRICS  - Teasing, napping, or otherwise roughening or raising pile of textile fabrics "
D06C13,"FINISHING, DRESSING, TENTERING OR STRETCHING TEXTILE FABRICS  - Shearing, clipping, or cropping surfaces of textile fabrics"
D06C15,"FINISHING, DRESSING, TENTERING OR STRETCHING TEXTILE FABRICS  - Calendering, pressing, ironing, glossing or glazing textile fabrics "
D06C17,"FINISHING, DRESSING, TENTERING OR STRETCHING TEXTILE FABRICS  - Fulling"
D06C19,"FINISHING, DRESSING, TENTERING OR STRETCHING TEXTILE FABRICS  - Breaking or softening of fabrics "
D06C21,"FINISHING, DRESSING, TENTERING OR STRETCHING TEXTILE FABRICS  - Shrinking by compressing"
D06C23,"FINISHING, DRESSING, TENTERING OR STRETCHING TEXTILE FABRICS  - Making patterns or designs on fabrics "
D06C25,"FINISHING, DRESSING, TENTERING OR STRETCHING TEXTILE FABRICS  - Treating selvedges or other edges, e.g. stiffening "
D06C27,"FINISHING, DRESSING, TENTERING OR STRETCHING TEXTILE FABRICS  - Compound processes or apparatus, for finishing or dressing textile fabrics, not otherwise provided for"
D06C29,"FINISHING, DRESSING, TENTERING OR STRETCHING TEXTILE FABRICS  - Finishing or dressing, of textile fabrics, not provided for in the preceding groups"
D06C2700,"FINISHING, DRESSING, TENTERING OR STRETCHING TEXTILE FABRICS  - Finishing or decoration of textile materials, except for bleaching, dyeing, printing, mercerising, washing or fulling"
D06F1,"LAUNDERING, DRYING, IRONING, PRESSING OR FOLDING TEXTILE ARTICLES  - Washing receptacles "
D06F3,"LAUNDERING, DRYING, IRONING, PRESSING OR FOLDING TEXTILE ARTICLES  - Hand rubbing apparatus "
D06F5,"LAUNDERING, DRYING, IRONING, PRESSING OR FOLDING TEXTILE ARTICLES  - Hand implements for washing purposes, e.g. sticks "
D06F7,"LAUNDERING, DRYING, IRONING, PRESSING OR FOLDING TEXTILE ARTICLES  - Washing devices adapted to be used independently of any particular receptacle, e.g. for removable mounting on wash-tubs, bath-tubs, or the like"
D06F9,"LAUNDERING, DRYING, IRONING, PRESSING OR FOLDING TEXTILE ARTICLES  - Brushing-type washing machines"
D06F11,"LAUNDERING, DRYING, IRONING, PRESSING OR FOLDING TEXTILE ARTICLES  - Washing machines using rollers, e.g. of the mangle type"
D06F13,"LAUNDERING, DRYING, IRONING, PRESSING OR FOLDING TEXTILE ARTICLES  - Washing machines having receptacles, stationary for washing purposes, with agitators therein contacting the articles being washed "
D06F15,"LAUNDERING, DRYING, IRONING, PRESSING OR FOLDING TEXTILE ARTICLES  - Washing machines having beating, rubbing or squeezing means in receptacles stationary for washing purposes "
D06F17,"LAUNDERING, DRYING, IRONING, PRESSING OR FOLDING TEXTILE ARTICLES  - Washing machines having receptacles, stationary for washing purposes, wherein the washing action is effected solely by circulation or agitation of the washing liquid "
D06F18,"LAUNDERING, DRYING, IRONING, PRESSING OR FOLDING TEXTILE ARTICLES  - Washing machines having receptacles, stationary for washing purposes, and having further drying means "
D06F19,"LAUNDERING, DRYING, IRONING, PRESSING OR FOLDING TEXTILE ARTICLES  - Washing machines using vibrations for washing purposes "
D06F21,"LAUNDERING, DRYING, IRONING, PRESSING OR FOLDING TEXTILE ARTICLES  - Washing machines with receptacles, e.g. perforated, having a rotary movement, e.g. oscillatory movement "
D06F23,"LAUNDERING, DRYING, IRONING, PRESSING OR FOLDING TEXTILE ARTICLES  - Washing machines with receptacles, e.g. perforated, having a rotary movement, e.g. oscillatory movement, the receptacle serving both for washing and centrifugally draining "
D06F25,"LAUNDERING, DRYING, IRONING, PRESSING OR FOLDING TEXTILE ARTICLES  - Washing machines with receptacles, e.g. perforated, having a rotary movement, e.g. oscillatory movement, the receptacle serving both for washing and centrifugally draining and having further drying means, e.g. using hot air "
D06F27,"LAUNDERING, DRYING, IRONING, PRESSING OR FOLDING TEXTILE ARTICLES  - Washing machines with receptacles moving bodily, e.g. reciprocating, swinging"
D06F29,"LAUNDERING, DRYING, IRONING, PRESSING OR FOLDING TEXTILE ARTICLES  - Combinations of a washing machine with other separate apparatus in a common frame or the like, e.g. with rinsing apparatus"
D06F31,"LAUNDERING, DRYING, IRONING, PRESSING OR FOLDING TEXTILE ARTICLES  - Washing installations comprising an assembly of several washing machines or washing units, e.g. continuous flow assemblies"
D06F33,"LAUNDERING, DRYING, IRONING, PRESSING OR FOLDING TEXTILE ARTICLES  - Controlling a series of operations in washing machines, e.g. programme-control arrangements for washing and drying cycles "
D06F35,"LAUNDERING, DRYING, IRONING, PRESSING OR FOLDING TEXTILE ARTICLES  - Washing machines, apparatus, or methods not otherwise provided for"
D06F37,"LAUNDERING, DRYING, IRONING, PRESSING OR FOLDING TEXTILE ARTICLES  - Details of washing machines of kinds covered by groups D06F21/00-D06F25/00, restricted to machines of these kinds "
D06F39,"LAUNDERING, DRYING, IRONING, PRESSING OR FOLDING TEXTILE ARTICLES  - Details of washing machines in so far as such details are not special to washing machines of groups D06F21/00-D06F25/00 or to any particular type of washing machine defined in groups D06F9/00-D06F19/00 or D06F27/00"
D06F41,"LAUNDERING, DRYING, IRONING, PRESSING OR FOLDING TEXTILE ARTICLES  - Rinsing apparatus"
D06F43,"LAUNDERING, DRYING, IRONING, PRESSING OR FOLDING TEXTILE ARTICLES  - Dry-cleaning apparatus "
D06F45,"LAUNDERING, DRYING, IRONING, PRESSING OR FOLDING TEXTILE ARTICLES  - Wringing machines with two or more co-operating rollers"
D06F47,"LAUNDERING, DRYING, IRONING, PRESSING OR FOLDING TEXTILE ARTICLES  - Apparatus of the press type for expelling water from the linen"
D06F49,"LAUNDERING, DRYING, IRONING, PRESSING OR FOLDING TEXTILE ARTICLES  - Domestic spin-dryers or similar spin-dryers not suitable for industrial use "
D06F51,"LAUNDERING, DRYING, IRONING, PRESSING OR FOLDING TEXTILE ARTICLES  - Apparatus for expelling or draining water from the linen, not provided for in the preceding groups"
D06F53,"LAUNDERING, DRYING, IRONING, PRESSING OR FOLDING TEXTILE ARTICLES  - Clothes-lines"
D06F55,"LAUNDERING, DRYING, IRONING, PRESSING OR FOLDING TEXTILE ARTICLES  - Clothes-pegs"
D06F57,"LAUNDERING, DRYING, IRONING, PRESSING OR FOLDING TEXTILE ARTICLES  - Supporting means, other than simple clothes-lines, for linen or garments to be dried or aired "
